image_name, x, y, w, h
img_507.jpg, 49, 92, 162, 179
img_15072.jpg, 109, 86, 103, 113
img_3814.jpg, 136, 62, 125, 138
img_817.jpg, 157, 58, 86, 84
img_579.jpg, 155, 65, 112, 122
img_251.jpg, 175, 49, 86, 91
img_407.jpg, 94, 91, 166, 168
img_1050.jpg, 245, 188, 68, 73
img_733.jpg, 157, 50, 70, 77
img_82.jpg, 114, 29, 70, 82
img_288.jpg, 106, 68, 77, 84
img_167.jpg, 69, 45, 67, 83
img_300.jpg, 107, 92, 63, 71
img_520.jpg, 47, 104, 242, 244
img_705.jpg, 20, 133, 260, 289
img_226.jpg, 79, 58, 85, 74
img_727.jpg, 49, 110, 217, 246
img_232.jpg, 46, 115, 205, 228
img_240.jpg, 44, 169, 94, 102
img_480.jpg, 176, 46, 80, 99
img_371.jpg, 102, 71, 88, 94
img_702.jpg, 94, -39, 265, 313
img_17075.jpg, 71, 104, 87, 98
img_829.jpg, 101, 80, 147, 168
img_441.jpg, 166, 68, 83, 96
img_425.jpg, 277, 115, 119, 126
img_88.jpg, 123, 37, 80, 78
img_872.jpg, 43, 120, 230, 276
img_9.jpg, 141, 88, 187, 186
img_371.jpg, 265, 69, 148, 138
img_19966.jpg, 94, 81, 182, 198
img_391.jpg, 131, 108, 159, 167
img_426.jpg, 156, 69, 105, 116
img_754.jpg, 239, 59, 79, 91
img_1101.jpg, 87, 3, 91, 99
img_1022.jpg, 75, 130, 159, 180
img_275.jpg, 137, 78, 107, 114
img_86.jpg, 60, 64, 105, 106
img_582.jpg, 92, 84, 172, 183
img_765.jpg, 212, 6, 144, 151
img_265.jpg, 102, 123, 135, 138
img_552.jpg, 74, 98, 174, 202
img_56.jpg, 67, 151, 183, 197
img_925.jpg, 99, 99, 109, 112
img_445.jpg, 51, 110, 193, 221
img_1545.jpg, 174, 43, 68, 84
img_680.jpg, 141, 59, 114, 107
img_257.jpg, 204, 77, 119, 130
img_681.jpg, 71, 106, 148, 161
img_481.jpg, 68, 74, 139, 146
img_737.jpg, 50, 63, 95, 93
img_362.jpg, 101, 34, 83, 85
img_19865.jpg, 134, 86, 192, 179
img_547.jpg, 87, 76, 146, 163
img_15074.jpg, 118, 42, 75, 71
img_1453.jpg, 235, 63, 102, 107
img_1022.jpg, 96, 61, 89, 105
img_159.jpg, 69, 84, 157, 187
img_601.jpg, 115, 104, 186, 200
img_407.jpg, 49, 118, 230, 245
img_17902.jpg, 106, 40, 76, 82
img_81.jpg, 85, 47, 79, 91
img_987.jpg, 80, 85, 158, 185
img_500.jpg, 118, 86, 102, 117
img_31.jpg, 125, 52, 107, 114
img_54.jpg, 227, 57, 73, 88
img_734.jpg, 151, 75, 96, 107
img_1055.jpg, 122, 45, 82, 96
img_521.jpg, 148, 116, 182, 162
img_612.jpg, 154, 62, 113, 121
img_778.jpg, 120, 72, 70, 79
img_251.jpg, 254, 58, 48, 52
img_705.jpg, 95, 89, 165, 188
img_287.jpg, 47, 107, 204, 225
img_18739.jpg, 76, 104, 193, 205
img_3272.jpg, 148, 61, 92, 105
img_214.jpg, 134, 51, 101, 96
img_5.jpg, 116, 85, 75, 82
img_1380.jpg, 63, 68, 187, 219
img_19097.jpg, 117, 51, 80, 85
img_486.jpg, 76, 85, 144, 160
img_365.jpg, 140, 90, 133, 131
img_525.jpg, 54, 88, 199, 204
img_689.jpg, 88, 126, 70, 74
img_502.jpg, 134, 236, 78, 89
img_667.jpg, 185, 61, 81, 93
img_706.jpg, 202, 123, 83, 86
img_603.jpg, 48, 113, 257, 254
img_1055.jpg, 61, 47, 76, 86
img_1772.jpg, 142, 62, 112, 116
img_17729.jpg, 211, 88, 150, 161
img_609.jpg, 87, 76, 155, 167
img_539.jpg, 117, 46, 84, 85
img_686.jpg, 103, 89, 162, 174
img_311.jpg, 57, 113, 186, 228
img_17813.jpg, 129, 102, 136, 147
img_332.jpg, 119, 134, 99, 102
img_148.jpg, 110, 63, 74, 78
img_69.jpg, 161, 73, 92, 95
img_685.jpg, 298, 54, 90, 93
img_480.jpg, 134, 86, 119, 123
img_154.jpg, 169, 69, 75, 77
img_598.jpg, 54, 83, 126, 168
img_1881.jpg, 149, 40, 75, 81
img_667.jpg, 96, 50, 90, 104
img_495.jpg, 36, 88, 114, 112
img_744.jpg, 185, 65, 125, 125
img_150.jpg, 135, 130, 63, 70
img_924.jpg, 148, 81, 161, 191
img_272.jpg, 60, 47, 76, 89
img_310.jpg, 110, 317, 78, 86
img_1011.jpg, 105, 41, 63, 73
img_814.jpg, 76, 87, 177, 176
img_662.jpg, 50, 116, 248, 233
img_495.jpg, 121, 68, 82, 83
img_707.jpg, 117, 58, 110, 116
img_2366.jpg, 92, 97, 144, 152
img_290.jpg, 112, 83, 128, 145
img_288.jpg, 216, 136, 134, 123
img_171.jpg, 92, 93, 79, 82
img_191.jpg, 39, 61, 211, 197
img_1066.jpg, 104, 82, 118, 113
img_383.jpg, 140, 43, 80, 72
img_1018.jpg, 84, 67, 141, 162
img_1785.jpg, 139, 55, 262, 255
img_390.jpg, 89, 77, 92, 97
img_103.jpg, 38, 77, 146, 171
img_660.jpg, 42, 116, 281, 282
img_694.jpg, 60, 68, 120, 145
img_1943.jpg, 78, 57, 109, 128
img_892.jpg, 48, 101, 209, 227
img_469.jpg, 195, 83, 78, 76
img_414.jpg, 136, 71, 79, 92
img_978.jpg, 62, 61, 122, 136
img_92.jpg, 293, 43, 74, 78
img_491.jpg, 54, 139, 221, 240
img_654.jpg, 58, 97, 211, 228
img_687.jpg, 146, 57, 101, 113
img_1664.jpg, 53, 125, 199, 203
img_362.jpg, 168, 76, 111, 137
img_1298.jpg, 97, 112, 200, 247
img_500.jpg, 87, 40, 58, 67
img_2896.jpg, 40, 112, 240, 214
img_1020.jpg, 129, 51, 91, 101
img_892.jpg, 148, 82, 52, 57
img_18726.jpg, 76, 49, 81, 88
img_453.jpg, 207, 20, 213, 221
img_437.jpg, 103, 92, 112, 113
img_665.jpg, 133, 99, 103, 109
img_82.jpg, 163, 105, 84, 83
img_864.jpg, 86, 50, 63, 68
img_18654.jpg, 174, 47, 97, 88
img_1024.jpg, 241, 43, 97, 98
img_373.jpg, 77, 97, 166, 208
img_241.jpg, 199, 67, 140, 140
img_834.jpg, 77, 95, 160, 197
img_511.jpg, 79, 62, 132, 141
img_607.jpg, -2, 109, 265, 291
img_2083.jpg, 132, 120, 57, 56
img_1486.jpg, 61, 88, 145, 168
img_700.jpg, 126, 139, 68, 83
img_1954.jpg, 71, 164, 117, 122
img_54.jpg, 99, 61, 70, 84
img_847.jpg, 40, 132, 211, 215
img_19169.jpg, 330, 51, 70, 78
img_549.jpg, 100, 69, 115, 128
img_693.jpg, 330, 48, 98, 116
img_1002.jpg, 43, 215, 201, 197
img_444.jpg, 56, 104, 112, 110
img_288.jpg, 114, 80, 118, 122
img_232.jpg, 115, 52, 83, 83
img_967.jpg, 89, 67, 70, 81
img_67.jpg, 102, 77, 106, 111
img_18969.jpg, 217, 70, 103, 109
img_16.jpg, 125, 82, 119, 130
img_515.jpg, 117, 87, 168, 174
img_16242.jpg, 91, 84, 95, 101
img_711.jpg, 94, 82, 144, 162
img_90.jpg, 109, 55, 92, 107
img_491.jpg, 215, 216, 91, 107
img_534.jpg, 162, 56, 91, 96
img_474.jpg, 51, 182, 224, 209
img_510.jpg, 87, 78, 115, 127
img_775.jpg, 172, 27, 54, 60
img_975.jpg, 46, 88, 184, 183
img_229.jpg, 60, 119, 188, 216
img_860.jpg, 89, 97, 116, 124
img_10.jpg, 79, 172, 92, 91
img_542.jpg, 183, 81, 136, 174
img_2535.jpg, 60, 107, 205, 239
img_37.jpg, 87, 53, 77, 79
img_2342.jpg, 83, 130, 98, 102
img_837.jpg, 112, 63, 103, 110
img_24.jpg, 17, 109, 192, 214
img_465.jpg, 52, 95, 219, 213
img_543.jpg, 53, 74, 95, 111
img_1411.jpg, 68, 80, 160, 180
img_423.jpg, 77, 49, 80, 90
img_605.jpg, 232, 98, 104, 110
img_428.jpg, 95, 90, 148, 148
img_531.jpg, 248, 122, 98, 109
img_59.jpg, 139, 73, 173, 162
img_410.jpg, 161, 69, 116, 123
img_230.jpg, 124, 37, 76, 85
img_806.jpg, 119, 49, 90, 92
img_462.jpg, 123, 213, 105, 101
img_43.jpg, 192, 70, 90, 96
img_58.jpg, 103, 38, 67, 76
img_375.jpg, 98, 91, 201, 202
img_561.jpg, 79, 63, 142, 125
img_891.jpg, 46, 152, 273, 219
img_558.jpg, 87, 72, 150, 157
img_316.jpg, 104, 73, 85, 94
img_347.jpg, 38, 80, 88, 102
img_19219.jpg, 89, 229, 129, 149
img_375.jpg, 130, 112, 82, 86
img_17431.jpg, 147, 105, 78, 71
img_192.jpg, 122, 88, 135, 155
img_580.jpg, 42, 59, 78, 83
img_302.jpg, 102, 39, 79, 91
img_17007.jpg, 161, 102, 97, 97
img_16488.jpg, 111, 48, 70, 80
img_383.jpg, 272, 74, 120, 134
img_668.jpg, 83, 71, 134, 142
img_156.jpg, 76, 56, 103, 104
img_281.jpg, 97, 36, 65, 80
img_587.jpg, 218, 100, 107, 113
img_726.jpg, 75, 48, 95, 102
img_465.jpg, 41, 116, 228, 244
img_423.jpg, 34, 106, 241, 276
img_758.jpg, 46, 120, 172, 183
img_523.jpg, 38, 220, 128, 143
img_591.jpg, 69, 44, 92, 107
img_678.jpg, 79, 232, 99, 108
img_457.jpg, 48, 122, 201, 229
img_18107.jpg, 123, 49, 67, 73
img_444.jpg, 149, 133, 84, 85
img_92.jpg, 95, 155, 190, 214
img_257.jpg, 69, 175, 102, 104
img_266.jpg, 34, 84, 199, 214
img_1536.jpg, 166, 69, 112, 122
img_472.jpg, 139, 58, 99, 103
img_2503.jpg, 315, 75, 60, 65
img_1470.jpg, 60, 122, 215, 250
img_42.jpg, 85, 96, 177, 189
img_552.jpg, 78, 116, 149, 164
img_717.jpg, 140, 248, 66, 70
img_768.jpg, 50, 89, 196, 190
img_1747.jpg, 173, 52, 91, 102
img_1648.jpg, 117, 92, 131, 140
img_311.jpg, 104, 82, 148, 146
img_95.jpg, 121, 61, 77, 81
img_398.jpg, 126, 122, 128, 131
img_294.jpg, 66, 114, 171, 173
img_840.jpg, 124, 55, 96, 110
img_33.jpg, 187, 78, 99, 130
img_664.jpg, 103, 173, 108, 109
img_261.jpg, 100, 56, 63, 71
img_591.jpg, 31, 112, 209, 218
img_309.jpg, 149, 66, 153, 166
img_372.jpg, 85, 38, 61, 71
img_168.jpg, 149, 98, 167, 163
img_422.jpg, 89, 65, 68, 68
img_106.jpg, 111, 101, 140, 141
img_1936.jpg, 75, 42, 84, 90
img_17968.jpg, 43, 116, 94, 116
img_1941.jpg, 73, 123, 192, 198
img_550.jpg, 276, 74, 98, 115
img_171.jpg, 226, 35, 76, 71
img_490.jpg, 96, 80, 100, 113
img_427.jpg, 203, 114, 63, 67
img_770.jpg, 144, 70, 129, 126
img_759.jpg, 110, 135, 91, 89
img_1360.jpg, 77, 65, 110, 122
img_288.jpg, 202, 70, 85, 94
img_18801.jpg, 157, 203, 71, 82
img_793.jpg, 127, 30, 72, 86
img_178.jpg, 79, 66, 123, 120
img_915.jpg, 133, 68, 98, 108
img_679.jpg, 175, 164, 132, 145
img_1552.jpg, 237, 72, 82, 103
img_19050.jpg, 155, 301, 86, 88
img_30.jpg, 128, 67, 101, 97
img_587.jpg, 89, 103, 193, 166
img_773.jpg, 133, 151, 102, 110
img_3138.jpg, 157, 96, 67, 76
img_541.jpg, 71, 104, 165, 182
img_963.jpg, 126, 47, 65, 70
img_657.jpg, 207, 76, 79, 80
img_1961.jpg, 48, 105, 229, 207
img_631.jpg, 258, 56, 91, 99
img_237.jpg, 60, 88, 159, 161
img_21.jpg, 76, 79, 184, 174
img_813.jpg, 132, 73, 69, 79
img_3563.jpg, 236, 84, 88, 94
img_18642.jpg, 133, 289, 66, 68
img_2130.jpg, 63, 36, 69, 71
img_618.jpg, 31, 156, 204, 219
img_305.jpg, 71, 181, 96, 102
img_495.jpg, 64, 101, 170, 192
img_2146.jpg, 200, 78, 84, 90
img_558.jpg, 92, 76, 130, 128
img_18090.jpg, 143, 88, 104, 103
img_136.jpg, 115, 50, 64, 66
img_1099.jpg, 109, 90, 142, 176
img_728.jpg, 71, 132, 162, 182
img_651.jpg, 167, 103, 109, 122
img_10.jpg, 203, 19, 80, 84
img_250.jpg, 55, 101, 220, 220
img_325.jpg, 201, 180, 84, 94
img_333.jpg, 69, 76, 109, 122
img_184.jpg, 109, 76, 122, 136
img_766.jpg, 54, 121, 195, 233
img_608.jpg, 67, 122, 232, 258
img_1578.jpg, 158, 130, 125, 143
img_324.jpg, 74, 98, 151, 172
img_462.jpg, 106, 46, 70, 78
img_382.jpg, 131, 48, 90, 93
img_19838.jpg, 254, 207, 130, 132
img_1505.jpg, 109, 280, 79, 84
img_605.jpg, 82, 111, 196, 226
img_136.jpg, 59, 141, 209, 197
img_719.jpg, 110, 88, 217, 189
img_630.jpg, 31, 46, 105, 96
img_973.jpg, 112, 131, 110, 116
img_116.jpg, 191, 53, 86, 93
img_710.jpg, 63, 113, 186, 198
img_229.jpg, 45, 120, 209, 262
img_1549.jpg, 100, 83, 144, 152
img_430.jpg, 166, 45, 86, 87
img_610.jpg, 56, 184, 86, 87
img_978.jpg, 180, 72, 142, 183
img_230.jpg, 94, 57, 78, 88
img_385.jpg, 120, 300, 72, 72
img_879.jpg, 60, 118, 200, 211
img_495.jpg, 213, 58, 100, 121
img_499.jpg, 102, 53, 77, 87
img_18322.jpg, 90, 55, 102, 92
img_930.jpg, 77, 54, 65, 70
img_257.jpg, 110, 63, 112, 117
img_593.jpg, 68, 62, 80, 89
img_916.jpg, 140, 60, 83, 92
img_814.jpg, 108, 47, 70, 80
img_379.jpg, 164, 144, 146, 145
img_497.jpg, 240, 97, 128, 150
img_602.jpg, 60, 113, 250, 255
img_642.jpg, 41, 131, 201, 249
img_482.jpg, 110, 51, 93, 99
img_833.jpg, 150, 125, 88, 96
img_3576.jpg, 181, 107, 68, 70
img_630.jpg, 148, 125, 91, 95
img_180.jpg, 38, 64, 118, 135
img_18777.jpg, 72, 90, 119, 130
img_555.jpg, 101, 111, 119, 139
img_64.jpg, 53, 58, 101, 119
img_458.jpg, 77, 64, 95, 106
img_639.jpg, 302, 79, 116, 100
img_303.jpg, 51, 78, 155, 170
img_393.jpg, 196, 55, 124, 127
img_963.jpg, 130, 108, 129, 139
img_1215.jpg, 81, 75, 163, 170
img_674.jpg, 95, 32, 60, 68
img_690.jpg, 50, 189, 156, 153
img_637.jpg, 62, 87, 120, 147
img_841.jpg, 317, 57, 115, 119
img_293.jpg, 85, 89, 66, 80
img_657.jpg, 141, 58, 101, 108
img_411.jpg, 88, 39, 81, 86
img_348.jpg, 162, 67, 107, 125
img_3157.jpg, 162, 58, 90, 99
img_654.jpg, 22, 122, 245, 243
img_433.jpg, 230, 71, 58, 65
img_491.jpg, 257, 52, 94, 103
img_776.jpg, 79, 100, 209, 192
img_397.jpg, 48, 118, 193, 212
img_982.jpg, 113, 92, 130, 141
img_15234.jpg, 127, 57, 88, 103
img_556.jpg, 126, 168, 89, 109
img_410.jpg, 138, 60, 107, 106
img_690.jpg, 26, 136, 210, 225
img_219.jpg, 39, 126, 155, 157
img_273.jpg, 68, 112, 201, 181
img_752.jpg, 122, 105, 102, 113
img_184.jpg, 169, 313, 93, 101
img_338.jpg, 57, 88, 165, 161
img_1055.jpg, 85, 81, 101, 105
img_17.jpg, 121, 70, 105, 129
img_549.jpg, 161, 144, 101, 93
img_1034.jpg, 182, 81, 137, 162
img_18487.jpg, 72, 119, 212, 220
img_2086.jpg, 124, 84, 131, 141
img_16535.jpg, 114, 43, 85, 93
img_400.jpg, 117, 42, 72, 76
img_607.jpg, 159, 85, 144, 166
img_18384.jpg, 86, 62, 163, 165
img_951.jpg, 130, 56, 92, 112
img_1150.jpg, 127, 61, 90, 93
img_1022.jpg, 73, 60, 89, 97
img_428.jpg, 17, 104, 246, 245
img_400.jpg, 107, 37, 66, 73
img_365.jpg, 77, 48, 80, 82
img_318.jpg, 95, 76, 115, 122
img_740.jpg, 30, 112, 236, 235
img_37.jpg, 107, 69, 139, 141
img_205.jpg, 20, 101, 303, 331
img_695.jpg, 125, 43, 73, 71
img_2289.jpg, 254, 39, 81, 84
img_794.jpg, 73, 110, 172, 181
img_438.jpg, 104, 87, 144, 171
img_1380.jpg, 49, 118, 220, 259
img_1651.jpg, 35, 94, 144, 171
img_1238.jpg, 3, 175, 148, 154
img_1681.jpg, 137, 50, 69, 80
img_3017.jpg, 37, 110, 171, 191
img_706.jpg, 180, 47, 89, 87
img_392.jpg, 61, 148, 112, 115
img_835.jpg, 108, 66, 154, 145
img_19025.jpg, 75, 59, 140, 137
img_981.jpg, 108, 55, 83, 85
img_288.jpg, 104, 45, 92, 97
img_534.jpg, 102, 114, 150, 176
img_469.jpg, 36, 98, 195, 207
img_19197.jpg, 114, 50, 96, 105
img_205.jpg, 82, 61, 78, 93
img_390.jpg, 182, 66, 89, 105
img_291.jpg, 141, 46, 92, 98
img_230.jpg, 118, 125, 203, 195
img_291.jpg, 61, 122, 132, 135
img_503.jpg, 156, 80, 83, 97
img_250.jpg, 199, 139, 112, 116
img_2381.jpg, 178, 154, 128, 134
img_948.jpg, 69, 130, 147, 154
img_670.jpg, 71, 93, 280, 297
img_594.jpg, 120, 87, 98, 123
img_584.jpg, 145, 52, 89, 94
img_3396.jpg, 142, 52, 91, 89
img_219.jpg, 61, 120, 207, 233
img_15774.jpg, 90, 62, 107, 110
img_818.jpg, 94, 131, 182, 209
img_402.jpg, 93, 82, 102, 108
img_552.jpg, 79, 62, 130, 127
img_3592.jpg, 156, 95, 68, 75
img_80.jpg, 102, 145, 89, 96
img_672.jpg, 38, 106, 292, 320
img_470.jpg, 98, 51, 72, 85
img_16130.jpg, 119, 47, 94, 104
img_240.jpg, 93, 55, 94, 107
img_312.jpg, 182, 66, 115, 133
img_695.jpg, 160, 75, 113, 117
img_1042.jpg, 123, 66, 112, 132
img_837.jpg, 78, 66, 70, 66
img_107.jpg, 95, 93, 170, 194
img_124.jpg, 81, 81, 120, 133
img_275.jpg, 120, 70, 99, 116
img_1151.jpg, 212, 65, 175, 174
img_1501.jpg, 109, 227, 105, 112
img_19889.jpg, 94, 86, 158, 173
img_18603.jpg, 82, -33, 259, 284
img_601.jpg, 57, 89, 183, 205
img_355.jpg, 174, 46, 71, 76
img_369.jpg, 142, 209, 65, 76
img_508.jpg, 46, 71, 129, 126
img_458.jpg, 156, 80, 92, 108
img_795.jpg, 34, 102, 215, 229
img_1734.jpg, 194, 91, 86, 104
img_246.jpg, 92, 118, 146, 156
img_565.jpg, 103, 81, 153, 148
img_78.jpg, 171, 102, 94, 105
img_81.jpg, 128, 92, 124, 115
img_697.jpg, 89, 93, 128, 131
img_661.jpg, 55, 97, 198, 226
img_55.jpg, 131, 38, 78, 75
img_152.jpg, 98, 74, 114, 118
img_506.jpg, 57, 194, 74, 90
img_966.jpg, 53, 35, 94, 95
img_10.jpg, 107, 117, 76, 75
img_351.jpg, 216, 62, 110, 128
img_83.jpg, 97, 117, 181, 187
img_606.jpg, 170, 103, 71, 79
img_939.jpg, 176, 107, 118, 124
img_15081.jpg, 108, 61, 87, 104
img_1321.jpg, 113, 129, 74, 83
img_539.jpg, 130, 254, 70, 76
img_1281.jpg, 185, 87, 90, 100
img_207.jpg, 270, 169, 77, 85
img_432.jpg, 163, 73, 110, 112
img_252.jpg, 59, 118, 185, 171
img_798.jpg, 188, 68, 109, 127
img_15507.jpg, 60, 100, 135, 135
img_901.jpg, 189, 74, 77, 88
img_557.jpg, 132, 82, 121, 128
img_470.jpg, 169, 149, 62, 73
img_1070.jpg, 104, 61, 106, 125
img_372.jpg, 153, 60, 97, 103
img_416.jpg, 286, 73, 136, 153
img_2043.jpg, 171, 74, 137, 151
img_385.jpg, 100, 93, 105, 117
img_466.jpg, 70, 96, 129, 125
img_19429.jpg, 153, 85, 215, 221
img_433.jpg, 125, 30, 98, 139
img_13.jpg, 46, 52, 83, 101
img_15728.jpg, 237, 76, 185, 191
img_1361.jpg, 72, 51, 102, 105
img_534.jpg, 103, 65, 119, 121
img_20130.jpg, 120, 49, 65, 75
img_363.jpg, 61, 114, 183, 183
img_978.jpg, 155, 62, 117, 117
img_835.jpg, 90, 75, 120, 129
img_548.jpg, 180, 104, 91, 98
img_80.jpg, 98, 128, 138, 148
img_982.jpg, 150, 49, 92, 94
img_376.jpg, 58, 80, 151, 145
img_1264.jpg, 127, 47, 69, 75
img_938.jpg, 111, 182, 69, 74
img_535.jpg, 125, 43, 83, 86
img_457.jpg, 68, 111, 191, 224
img_859.jpg, 60, 126, 163, 183
img_403.jpg, 127, 66, 168, 180
img_217.jpg, 44, 112, 206, 229
img_3375.jpg, 69, 127, 257, 280
img_117.jpg, 99, 68, 109, 120
img_227.jpg, 71, 90, 165, 193
img_565.jpg, 136, 53, 82, 102
img_759.jpg, 135, 68, 185, 152
img_433.jpg, 162, 91, 111, 117
img_190.jpg, 71, 95, 150, 172
img_708.jpg, 49, 31, 70, 63
